CustomerID,CompanyName,CustomerRevenue,TotalRevenue,RevenueSharePct,RevenueShareSq,HHI_Contribution,AccumulatedSharePct,CustomerSegment
FOLIG,Folies gourmandes,11666.900001525879,1265793.0396184921,0.9217067590324451,8.49543349646094E-05,0.8495433496460939,80.99387268545343,MIDDLE 40%
GODOS,Godos Cocina Típica,11446.36001586914,1265793.0396184921,0.904283690746084,8.177289933493591E-05,0.8177289933493591,81.89815637619951,MIDDLE 40%
SPLIR,Split Rail Beer & Ale,11441.629997253418,1265793.0396184921,0.9039100104944412,8.170533070720608E-05,0.8170533070720608,82.80206638669395,MIDDLE 40%
TORTU,Tortuga Restaurante,10812.150043487549,1265793.0396184921,0.8541799255545213,7.296233452203275E-05,0.7296233452203276,83.65624631224847,MIDDLE 40%
MAISD,Maison Dewey,9736.075004577637,1265793.0396184921,0.7691679998107805,5.916194119329169E-05,0.5916194119329169,84.42541431205925,MIDDLE 40%
WANDK,Die Wandernde Kuh,9588.425003051758,1265793.0396184921,0.7575033755867145,5.73811364025267E-05,0.573811364025267,85.18291768764595,MIDDLE 40%
LAMAI,La maison d'Asie,9328.200003623962,1265793.0396184921,0.7369451175395518,5.430881062653839E-05,0.543088106265384,85.9198628051855,MIDDLE 40%
VICTE,Victuailles en stock,9182.429990768433,1265793.0396184921,0.7254290159105315,5.2624725712492226E-05,0.5262472571249223,86.64529182109604,MIDDLE 40%
GOURL,Gourmet Lanchonetes,8414.13500213623,1265793.0396184921,0.6647322855142446,4.418690114049911E-05,0.4418690114049911,87.31002410661029,MIDDLE 40%
MAGAA,Magazzini Alimentari Riuniti,7176.2150020599365,1265793.0396184921,0.5669343073827326,3.214145088875388E-05,0.3214145088875388,87.87695841399302,MIDDLE 40%
REGGC,Reggiani Caseifici,7048.2399044036865,1265793.0396184921,0.5568240370896662,3.10053008280834E-05,0.310053008280834,88.43378245108269,MIDDLE 40%
ANTON,Antonio Moreno Taquería,7023.977554321289,1265793.0396184921,0.5549072663915345,3.079220742941254E-05,0.3079220742941254,88.98868971747423,BOTTOM 50%
TRADH,Tradição Hipermercados,6850.663970947266,1265793.0396184921,0.5412151715585388,2.9291386192513862E-05,0.29291386192513863,89.52990488903276,BOTTOM 50%
QUEDE,Que Delícia,6664.8099727630615,1265793.0396184921,0.5265323606749982,2.7723632683798644E-05,0.27723632683798644,90.05643724970776,BOTTOM 50%
FURIB,Furia Bacalhau e Frutos do Mar,6427.422592163086,1265793.0396184921,0.5077783169119259,2.5783881912590828E-05,0.2578388191259083,90.56421556661968,BOTTOM 50%
ISLAT,Island Trading,6146.299995422363,1265793.0396184921,0.4855691098818846,2.3577736047148573E-05,0.23577736047148573,91.04978467650156,BOTTOM 50%
BSBEV,B's Beverages,6089.899990081787,1265793.0396184921,0.48111340475669484,2.314701082365793E-05,0.2314701082365793,91.53089808125826,BOTTOM 50%
WELLI,Wellington Importadora,6068.199906349182,1265793.0396184921,0.4793990578568932,2.2982345667407683E-05,0.22982345667407683,92.01029713911515,BOTTOM 50%
SANTG,Santé Gourmet,5735.14999961853,1265793.0396184921,0.4530874969376585,2.052882798812327E-05,0.2052882798812327,92.46338463605281,BOTTOM 50%
PRINI,Princesa Isabel Vinhos,5044.9400634765625,1265793.0396184921,0.3985596306483956,1.5884977918258554E-05,0.15884977918258553,92.8619442667012,BOTTOM 50%
MORGK,Morgenstern Gesundkost,5042.199981689453,1265793.0396184921,0.39834315910041374,1.586772724020975E-05,0.1586772724020975,93.26028742580162,BOTTOM 50%
TOMSP,Toms Spezialitäten,4778.139984130859,1265793.0396184921,0.37748192908146994,1.4249260678306788E-05,0.14249260678306788,93.63776935488309,BOTTOM 50%
ALFKI,Alfreds Futterkiste,4272.999998092651,1265793.0396184921,0.3375749324218536,1.1395683499961904E-05,0.11395683499961903,93.97534428730495,BOTTOM 50%
LONEP,Lonesome Pine Restaurant,4258.60001373291,1265793.0396184921,0.3364373069247122,1.13190061490753E-05,0.11319006149075299,94.31178159422966,BOTTOM 50%
PERIC,Pericles Comidas clásicas,4242.20002746582,1265793.0396184921,0.33514167756400465,1.1231994404041525E-05,0.11231994404041525,94.64692327179367,BOTTOM 50%
BOLID,Bólido Comidas preparadas,4232.85009765625,1265793.0396184921,0.3344030157514552,1.1182537694366801E-05,0.11182537694366801,94.98132628754512,BOTTOM 50%
FAMIA,Familia Arquibaldo,4107.550031661987,1265793.0396184921,0.3245040779257244,1.0530289659042461E-05,0.10530289659042462,95.30583036547084,BOTTOM 50%
COMMI,Comércio Mineiro,3810.75,1265793.0396184921,0.3010563244326698,9.063491048090891E-06,0.09063491048090891,95.6068866899035,BOTTOM 50%
DRACD,Drachenblut Delikatessen,3763.2100143432617,1265793.0396184921,0.29730057731060733,8.838763326922042E-06,0.08838763326922042,95.90418726721411,BOTTOM 50%
WOLZA,Wolski  Zajazd,3531.949975967407,1265793.0396184921,0.2790306049582901,7.785807850338934E-06,0.07785807850338934,96.1832178721724,BOTTOM 50%
OCEAN,Océano Atlántico Ltda.,3460.199996948242,1265793.0396184921,0.27336222341617084,7.47269051910325E-06,0.0747269051910325,96.45658009558858,BOTTOM 50%
THEBI,The Big Cheese,3361,1265793.0396184921,0.2655252394983148,7.0503652810637435E-06,0.07050365281063743,96.7221053350869,BOTTOM 50%
BLAUS,Blauer See Delikatessen,3239.800003051758,1265793.0396184921,0.25595021473875607,6.551051242481533E-06,0.06551051242481533,96.97805554982565,BOTTOM 50%
FRANR,France restauration,3172.1600646972656,1265793.0396184921,0.2506065340391941,6.280363490313774E-06,0.06280363490313774,97.22866208386485,BOTTOM 50%
WILMK,Wilman Kala,3161.3500061035156,1265793.0396184921,0.24975251934205145,6.237632091770178E-06,0.06237632091770178,97.4784146032069,BOTTOM 50%
LETSS,Let's Stop N Shop,3076.47247505188,1265793.0396184921,0.24304703681884074,5.907186210641892E-06,0.059071862106418925,97.72146164002574,BOTTOM 50%
HUNGC,Hungry Coyote Import Store,3063.2000007629395,1265793.0396184921,0.24199848671044855,5.856326757014714E-06,0.05856326757014715,97.96346012673618,BOTTOM 50%
RANCH,Rancho grande,2844.0999908447266,1265793.0396184921,0.2246891791806608,5.04852272408791E-06,0.0504852272408791,98.18814930591684,BOTTOM 50%
SPECD,Spécialités du monde,2423.349998474121,1265793.0396184921,0.19144914868583213,3.6652776532529855E-06,0.03665277653252985,98.37959845460267,BOTTOM 50%
LACOR,La corne d'abondance,1992.0499954223633,1265793.0396184921,0.1573756477617197,2.4767094508420872E-06,0.02476709450842087,98.5369741023644,BOTTOM 50%
THECR,The Cracker Box,1947.239990234375,1265793.0396184921,0.15383557416473626,2.366538387859407E-06,0.02366538387859407,98.69080967652913,BOTTOM 50%
CACTU,Cactus Comidas para llevar,1814.7999877929688,1265793.0396184921,0.1433725681048101,2.055569328496841E-06,0.02055569328496841,98.83418224463394,BOTTOM 50%
CONSH,Consolidated Holdings,1719.1000032424927,1265793.0396184921,0.13581209166394426,1.8444924242135596E-06,0.018444924242135594,98.96999433629789,BOTTOM 50%
DUMON,Du monde entier,1615.9000091552734,1265793.0396184921,0.1276591005463502,1.6296845952303154E-06,0.016296845952303154,99.09765343684424,BOTTOM 50%
TRAIH,Trail's Head Gourmet Provisioners,1571.199993133545,1265793.0396184921,0.1241277162976897,1.5407689953279741E-06,0.015407689953279742,99.22178115314193,BOTTOM 50%
FRANS,Franchi S.p.A.,1545.6999988555908,1265793.0396184921,0.12211316941049559,1.4911626143476396E-06,0.014911626143476396,99.34389432255243,BOTTOM 50%
GROSR,GROSELLA-Restaurante,1488.6999969482422,1265793.0396184921,0.11761006344267258,1.383212702298947E-06,0.01383212702298947,99.4615043859951,BOTTOM 50%
VINET,Vins et alcools Chevalier,1480.0000076293945,1265793.0396184921,0.11692274813546644,1.367092903154972E-06,0.013670929031549721,99.57842713413056,BOTTOM 50%
ROMEY,Romero y tomillo,1467.2899961471558,1265793.0396184921,0.11591863363298273,1.3437129623337674E-06,0.013437129623337674,99.69434576776355,BOTTOM 50%
ANATR,Ana Trujillo Emparedados y helados,1402.9500007629395,1265793.0396184921,0.11083565455422208,1.228454232046285E-06,0.01228454232046285,99.80518142231777,BOTTOM 50%
GALED,Galería del gastrónomo,836.6999969482422,1265793.0396184921,0.0661008530431185,4.3693227730279473E-07,0.004369322773027947,99.8712822753609,BOTTOM 50%
NORTS,North/South,649,1265793.0396184921,0.05127220483023097,2.62883898815316E-07,0.00262883898815316,99.92255448019112,BOTTOM 50%
LAUGB,Laughing Bacchus Wine Cellars,522.5,1265793.0396184921,0.04127846999044019,1.7039120847516716E-07,0.0017039120847516715,99.96383295018157,BOTTOM 50%
LAZYK,Lazy K Kountry Store,357,1265793.0396184921,0.028203662749449087,7.95446592484662E-08,0.000795446592484662,99.99203661293102,BOTTOM 50%
CENTC,Centro comercial Moctezuma,100.79999923706055,1265793.0396184921,0.007963387068982579,6.341553361043896E-09,6.341553361043896E-05,100,BOTTOM 50%
